uid,floor,chamber,half,ch1,ch2,ch3,ch4,start_at
722efcfccbca11eebc4d28c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Kuki Shinobu,Qiqi,2024-02-01 02:43:35+00:00
722efcfccbca11eebc4d28c2dd2980ba,12,12-3,12-3-1,Bennett,Xiangling,Furina,Raiden Shogun,2024-02-01 02:45:32+00:00
722efcfccbca11eebc4d28c2dd2980ba,12,12-3,12-3-2,Nahida,Xingqiu,Kuki Shinobu,Qiqi,2024-02-01 02:46:41+00:00
722efcfdcbca11ee9e4928c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-01 06:22:14+00:00
722efcfdcbca11ee9e4928c2dd2980ba,11,11-1,11-1-2,Wanderer,Faruzan,Mika,Furina,2024-02-01 06:23:17+00:00
722efcfdcbca11ee9e4928c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-01 06:23:48+00:00
722efcfdcbca11ee9e4928c2dd2980ba,11,11-2,11-2-2,Wanderer,Faruzan,Mika,Furina,2024-02-01 06:24:51+00:00
722efcfdcbca11ee9e4928c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Kujou Sara,Chevreuse,Dehya,2024-02-01 06:25:25+00:00
722efcfdcbca11ee9e4928c2dd2980ba,11,11-3,11-3-2,Wanderer,Faruzan,Mika,Furina,2024-02-01 06:26:46+00:00
722efcfdcbca11ee9e4928c2dd2980ba,12,12-1,12-1-1,Wanderer,Faruzan,Bennett,Dehya,2024-02-01 06:28:59+00:00
722efcfdcbca11ee9e4928c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Yelan,Kuki Shinobu,2024-02-01 06:30:47+00:00
722efcfdcbca11ee9e4928c2dd2980ba,12,12-2,12-2-1,Wanderer,Faruzan,Bennett,Dehya,2024-02-01 06:32:04+00:00
722efcfdcbca11ee9e4928c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Yelan,Kuki Shinobu,2024-02-01 06:33:14+00:00
722efcfdcbca11ee9e4928c2dd2980ba,12,12-3,12-3-1,Wanderer,Faruzan,Bennett,Dehya,2024-02-01 06:34:42+00:00
722efcfdcbca11ee9e4928c2dd2980ba,12,12-3,12-3-2,Nahida,Xingqiu,Yelan,Kuki Shinobu,2024-02-01 06:35:51+00:00
722efcfecbca11eea5c928c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Nahida,Yelan,Xingqiu,2024-02-02 09:58:51+00:00
722efcfecbca11eea5c928c2dd2980ba,11,11-1,11-1-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha,2024-02-02 09:59:55+00:00
722efcfecbca11eea5c928c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Nahida,Yelan,Xingqiu,2024-02-02 10:00:31+00:00
722efcfecbca11eea5c928c2dd2980ba,11,11-2,11-2-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha,2024-02-02 10:01:40+00:00
722efcfecbca11eea5c928c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Nahida,Yelan,Xingqiu,2024-02-02 10:02:29+00:00
722efcfecbca11eea5c928c2dd2980ba,11,11-3,11-3-2,Tartaglia,Xiangling,Bennett,Kaedehara Kazuha,2024-02-02 10:03:12+00:00
722efcfecbca11eea5c928c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Kaedehara Kazuha,Baizhu,2024-02-14 21:42:40+00:00
722efcfecbca11eea5c928c2dd2980ba,12,12-1,12-1-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-14 21:44:02+00:00
722efcfecbca11eea5c928c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Kaedehara Kazuha,Baizhu,2024-02-14 21:52:05+00:00
722efcfecbca11eea5c928c2dd2980ba,12,12-2,12-2-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-14 21:53:26+00:00
722efcfecbca11eea5c928c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Kaedehara Kazuha,Baizhu,2024-02-14 21:55:38+00:00
722efcfecbca11eea5c928c2dd2980ba,12,12-3,12-3-2,Alhaitham,Nahida,Yelan,Kuki Shinobu,2024-02-14 21:56:38+00:00
722efcffcbca11eea90728c2dd2980ba,11,11-1,11-1-1,Xiao,Jean,Venti,Zhongli,2024-02-01 02:36:26+00:00
722efcffcbca11eea90728c2dd2980ba,11,11-1,11-1-2,Wanderer,Bennett,Yelan,Kaedehara Kazuha,2024-02-01 02:37:59+00:00
722efcffcbca11eea90728c2dd2980ba,11,11-2,11-2-1,Xiao,Jean,Venti,Zhongli,2024-02-01 02:39:23+00:00
722efcffcbca11eea90728c2dd2980ba,11,11-2,11-2-2,Wanderer,Bennett,Yelan,Kaedehara Kazuha,2024-02-01 02:40:45+00:00
722efcffcbca11eea90728c2dd2980ba,11,11-3,11-3-1,Xiao,Jean,Venti,Zhongli,2024-02-01 02:41:33+00:00
722efcffcbca11eea90728c2dd2980ba,11,11-3,11-3-2,Wanderer,Bennett,Yelan,Kaedehara Kazuha,2024-02-01 02:43:05+00:00
722efcffcbca11eea90728c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Yae Miko,Jean,2024-02-01 03:04:45+00:00
722efcffcbca11eea90728c2dd2980ba,12,12-1,12-1-2,Kamisato Ayato,Yelan,Bennett,Venti,2024-02-01 03:05:59+00:00
722efcffcbca11eea90728c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Yae Miko,Jean,2024-02-01 03:11:18+00:00
722efcffcbca11eea90728c2dd2980ba,12,12-2,12-2-2,Kamisato Ayato,Yelan,Bennett,Venti,2024-02-01 03:12:21+00:00
722efcffcbca11eea90728c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Yae Miko,Jean,2024-02-01 03:16:31+00:00
722efcffcbca11eea90728c2dd2980ba,12,12-3,12-3-2,Kamisato Ayato,Yelan,Bennett,Venti,2024-02-01 03:17:43+00:00
722efd00cbca11eeb6cb28c2dd2980ba,11,11-1,11-1-1,Raiden Shogun,Kaedehara Kazuha,Bennett,Kujou Sara,2024-01-31 21:27:57+00:00
722efd00cbca11eeb6cb28c2dd2980ba,11,11-1,11-1-2,Hu Tao,Xingqiu,Jean,Yelan,2024-01-31 21:28:45+00:00
722efd00cbca11eeb6cb28c2dd2980ba,11,11-2,11-2-1,Raiden Shogun,Kaedehara Kazuha,Bennett,Kujou Sara,2024-01-31 21:29:26+00:00
722efd00cbca11eeb6cb28c2dd2980ba,11,11-2,11-2-2,Hu Tao,Xingqiu,Jean,Yelan,2024-01-31 21:30:29+00:00
722efd00cbca11eeb6cb28c2dd2980ba,11,11-3,11-3-1,Raiden Shogun,Kaedehara Kazuha,Bennett,Kujou Sara,2024-01-31 21:31:14+00:00
722efd00cbca11eeb6cb28c2dd2980ba,11,11-3,11-3-2,Hu Tao,Xingqiu,Jean,Yelan,2024-01-31 21:31:57+00:00
722efd00cbca11eeb6cb28c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Kaedehara Kazuha,Bennett,Kujou Sara,2024-01-31 21:33:55+00:00
722efd00cbca11eeb6cb28c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Jean,Furina,2024-01-31 21:34:57+00:00
722efd00cbca11eeb6cb28c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Kaedehara Kazuha,Bennett,Kujou Sara,2024-01-31 21:35:28+00:00
722efd00cbca11eeb6cb28c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Jean,Furina,2024-01-31 21:36:52+00:00
722efd00cbca11eeb6cb28c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Kaedehara Kazuha,Bennett,Kujou Sara,2024-01-31 21:38:03+00:00
722efd00cbca11eeb6cb28c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Jean,Furina,2024-01-31 21:38:50+00:00
722efd01cbca11eea2e728c2dd2980ba,11,11-1,11-1-1,Keqing,Fischl,Baizhu,Sucrose,2024-02-01 13:52:37+00:00
722efd01cbca11eea2e728c2dd2980ba,11,11-1,11-1-2,Yaoyao,Nilou,Yelan,Nahida,2024-02-01 13:53:31+00:00
722efd01cbca11eea2e728c2dd2980ba,11,11-2,11-2-1,Keqing,Fischl,Baizhu,Sucrose,2024-02-01 13:54:09+00:00
722efd01cbca11eea2e728c2dd2980ba,11,11-2,11-2-2,Yaoyao,Nilou,Yelan,Nahida,2024-02-01 13:55:31+00:00
722efd01cbca11eea2e728c2dd2980ba,11,11-3,11-3-1,Keqing,Fischl,Baizhu,Sucrose,2024-02-01 13:56:23+00:00
722efd01cbca11eea2e728c2dd2980ba,11,11-3,11-3-2,Yaoyao,Nilou,Yelan,Nahida,2024-02-01 13:57:13+00:00
722efd01cbca11eea2e728c2dd2980ba,12,12-1,12-1-1,Raiden Shogun,Chevreuse,Bennett,Xiangling,2024-02-01 14:02:11+00:00
722efd01cbca11eea2e728c2dd2980ba,12,12-1,12-1-2,Nahida,Furina,Yelan,Kuki Shinobu,2024-02-01 14:03:21+00:00
722efd01cbca11eea2e728c2dd2980ba,12,12-2,12-2-1,Raiden Shogun,Chevreuse,Bennett,Xiangling,2024-02-01 14:06:30+00:00
722efd01cbca11eea2e728c2dd2980ba,12,12-2,12-2-2,Nahida,Furina,Yelan,Kuki Shinobu,2024-02-01 14:08:00+00:00
722efd01cbca11eea2e728c2dd2980ba,12,12-3,12-3-1,Raiden Shogun,Chevreuse,Bennett,Xiangling,2024-02-01 14:09:13+00:00
722efd01cbca11eea2e728c2dd2980ba,12,12-3,12-3-2,Nahida,Furina,Yelan,Kuki Shinobu,2024-02-01 14:10:16+00:00
722efd02cbca11ee9ea628c2dd2980ba,11,11-1,11-1-1,Neuvillette,Furina,Zhongli,Baizhu,2024-02-01 05:42:47+00:00
722efd02cbca11ee9ea628c2dd2980ba,11,11-1,11-1-2,Kaedehara Kazuha,Faruzan,Xianyun,Bennett,2024-02-01 05:43:15+00:00
722efd02cbca11ee9ea628c2dd2980ba,11,11-2,11-2-1,Neuvillette,Furina,Zhongli,Baizhu,2024-02-01 05:43:39+00:00
722efd02cbca11ee9ea628c2dd2980ba,11,11-2,11-2-2,Kaedehara Kazuha,Faruzan,Xianyun,Bennett,2024-02-01 05:44:29+00:00
722efd02cbca11ee9ea628c2dd2980ba,11,11-3,11-3-1,Neuvillette,Furina,Zhongli,Baizhu,2024-02-01 05:45:04+00:00
722efd02cbca11ee9ea628c2dd2980ba,11,11-3,11-3-2,Kaedehara Kazuha,Faruzan,Xianyun,Bennett,2024-02-01 05:45:30+00:00
722efd02cbca11ee9ea628c2dd2980ba,12,12-1,12-1-1,Xianyun,Faruzan,Furina,Bennett,2024-02-04 13:54:18+00:00
722efd02cbca11ee9ea628c2dd2980ba,12,12-1,12-1-2,Tighnari,Yae Miko,Nahida,Baizhu,2024-02-04 13:55:11+00:00
722efd02cbca11ee9ea628c2dd2980ba,12,12-2,12-2-1,Xiao,Faruzan,Furina,Xianyun,2024-02-02 12:58:34+00:00
722efd02cbca11ee9ea628c2dd2980ba,12,12-2,12-2-2,Tighnari,Yae Miko,Nahida,Baizhu,2024-02-02 12:59:14+00:00
722efd02cbca11ee9ea628c2dd2980ba,12,12-3,12-3-1,Xiao,Faruzan,Furina,Xianyun,2024-02-02 13:00:19+00:00
722efd02cbca11ee9ea628c2dd2980ba,12,12-3,12-3-2,Tighnari,Yae Miko,Nahida,Baizhu,2024-02-02 13:00:56+00:00
722efd03cbca11ee841528c2dd2980ba,11,11-1,11-1-1,Alhaitham,Nahida,Kuki Shinobu,Furina,2024-02-01 07:39:40+00:00
722efd03cbca11ee841528c2dd2980ba,11,11-1,11-1-2,Bennett,Xiangling,Venti,Kaedehara Kazuha,2024-02-01 07:40:20+00:00
722efd03cbca11ee841528c2dd2980ba,11,11-2,11-2-1,Alhaitham,Nahida,Kuki Shinobu,Furina,2024-02-01 07:40:51+00:00
722efd03cbca11ee841528c2dd2980ba,11,11-2,11-2-2,Bennett,Xiangling,Venti,Kaedehara Kazuha,2024-02-01 07:41:34+00:00
722efd03cbca11ee841528c2dd2980ba,11,11-3,11-3-1,Alhaitham,Nahida,Kuki Shinobu,Furina,2024-02-01 07:42:14+00:00
722efd03cbca11ee841528c2dd2980ba,11,11-3,11-3-2,Bennett,Xiangling,Venti,Kaedehara Kazuha,2024-02-01 07:42:44+00:00
722efd03cbca11ee841528c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Zhongli,Jean,2024-02-01 07:46:43+00:00
722efd03cbca11ee841528c2dd2980ba,12,12-1,12-1-2,Alhaitham,Nahida,Kuki Shinobu,Yelan,2024-02-01 07:47:49+00:00
722efd03cbca11ee841528c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Zhongli,Jean,2024-02-01 07:48:48+00:00
722efd03cbca11ee841528c2dd2980ba,12,12-2,12-2-2,Alhaitham,Nahida,Kuki Shinobu,Yelan,2024-02-01 07:49:51+00:00
722efd03cbca11ee841528c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Zhongli,Jean,2024-02-01 07:51:08+00:00
722efd03cbca11ee841528c2dd2980ba,12,12-3,12-3-2,Alhaitham,Nahida,Kuki Shinobu,Yelan,2024-02-01 07:52:08+00:00
722efd04cbca11eea43e28c2dd2980ba,11,11-1,11-1-1,Hu Tao,Yelan,Xianyun,Furina,2024-02-01 02:57:00+00:00
722efd04cbca11eea43e28c2dd2980ba,11,11-1,11-1-2,Wanderer,Faruzan,Zhongli,Bennett,2024-02-01 02:57:38+00:00
722efd04cbca11eea43e28c2dd2980ba,11,11-2,11-2-1,Hu Tao,Yelan,Xianyun,Furina,2024-02-01 02:58:18+00:00
722efd04cbca11eea43e28c2dd2980ba,11,11-2,11-2-2,Wanderer,Faruzan,Zhongli,Bennett,2024-02-01 02:59:05+00:00
722efd04cbca11eea43e28c2dd2980ba,11,11-3,11-3-1,Hu Tao,Yelan,Xianyun,Furina,2024-02-01 02:59:37+00:00
722efd04cbca11eea43e28c2dd2980ba,11,11-3,11-3-2,Wanderer,Faruzan,Zhongli,Bennett,2024-02-01 03:00:17+00:00
722efd04cbca11eea43e28c2dd2980ba,12,12-1,12-1-1,Wanderer,Faruzan,Zhongli,Bennett,2024-02-01 03:10:01+00:00
722efd04cbca11eea43e28c2dd2980ba,12,12-1,12-1-2,Hu Tao,Yelan,Xianyun,Furina,2024-02-01 03:11:42+00:00
722efd04cbca11eea43e28c2dd2980ba,12,12-2,12-2-1,Wanderer,Faruzan,Zhongli,Bennett,2024-02-01 03:15:37+00:00
722efd04cbca11eea43e28c2dd2980ba,12,12-2,12-2-2,Hu Tao,Yelan,Xianyun,Furina,2024-02-01 03:16:45+00:00
722efd04cbca11eea43e28c2dd2980ba,12,12-3,12-3-1,Wanderer,Faruzan,Zhongli,Bennett,2024-02-01 03:22:20+00:00
722efd04cbca11eea43e28c2dd2980ba,12,12-3,12-3-2,Hu Tao,Yelan,Xianyun,Furina,2024-02-01 03:23:13+00:00
722efd05cbca11eea5ba28c2dd2980ba,11,11-1,11-1-1,Yelan,Furina,Fischl,Jean,2024-02-02 07:01:13+00:00
722efd05cbca11eea5ba28c2dd2980ba,11,11-1,11-1-2,Navia,Zhongli,Bennett,Xiangling,2024-02-02 07:01:55+00:00
722efd05cbca11eea5ba28c2dd2980ba,11,11-2,11-2-1,Yelan,Furina,Fischl,Jean,2024-02-02 07:02:36+00:00
722efd05cbca11eea5ba28c2dd2980ba,11,11-2,11-2-2,Navia,Zhongli,Bennett,Xiangling,2024-02-02 07:03:29+00:00
722efd05cbca11eea5ba28c2dd2980ba,11,11-3,11-3-1,Yelan,Furina,Fischl,Jean,2024-02-02 07:04:23+00:00
722efd05cbca11eea5ba28c2dd2980ba,11,11-3,11-3-2,Navia,Zhongli,Bennett,Xiangling,2024-02-02 07:04:51+00:00
722efd05cbca11eea5ba28c2dd2980ba,12,12-1,12-1-1,Diluc,Furina,Bennett,Xianyun,2024-02-04 09:21:36+00:00
722efd05cbca11eea5ba28c2dd2980ba,12,12-1,12-1-2,Hu Tao,Xingqiu,Yelan,Zhongli,2024-02-04 09:22:50+00:00
722efd05cbca11eea5ba28c2dd2980ba,12,12-2,12-2-1,Diluc,Furina,Bennett,Xianyun,2024-02-04 09:24:05+00:00
722efd05cbca11eea5ba28c2dd2980ba,12,12-2,12-2-2,Hu Tao,Xingqiu,Yelan,Zhongli,2024-02-04 09:25:28+00:00
722efd05cbca11eea5ba28c2dd2980ba,12,12-3,12-3-1,Diluc,Furina,Bennett,Xianyun,2024-02-04 09:27:03+00:00
722efd05cbca11eea5ba28c2dd2980ba,12,12-3,12-3-2,Hu Tao,Xingqiu,Yelan,Zhongli,2024-02-04 09:28:21+00:00
722efd06cbca11ee8be228c2dd2980ba,11,11-1,11-1-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Sangonomiya Kokomi,2024-02-01 06:53:37+00:00
722efd06cbca11ee8be228c2dd2980ba,11,11-1,11-1-2,Hu Tao,Furina,Xianyun,Yelan,2024-02-01 06:54:27+00:00
722efd06cbca11ee8be228c2dd2980ba,11,11-2,11-2-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Sangonomiya Kokomi,2024-02-01 06:55:08+00:00
722efd06cbca11ee8be228c2dd2980ba,11,11-2,11-2-2,Hu Tao,Furina,Xianyun,Yelan,2024-02-01 06:56:23+00:00
722efd06cbca11ee8be228c2dd2980ba,11,11-3,11-3-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Sangonomiya Kokomi,2024-02-01 06:57:06+00:00
722efd06cbca11ee8be228c2dd2980ba,11,11-3,11-3-2,Hu Tao,Furina,Xianyun,Yelan,2024-02-01 06:57:54+00:00
722efd06cbca11ee8be228c2dd2980ba,12,12-1,12-1-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Sangonomiya Kokomi,2024-02-13 10:43:24+00:00
722efd06cbca11ee8be228c2dd2980ba,12,12-1,12-1-2,Hu Tao,Furina,Xianyun,Yelan,2024-02-13 10:44:27+00:00
722efd06cbca11ee8be228c2dd2980ba,12,12-2,12-2-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Sangonomiya Kokomi,2024-02-13 10:45:40+00:00
722efd06cbca11ee8be228c2dd2980ba,12,12-2,12-2-2,Hu Tao,Furina,Xianyun,Yelan,2024-02-13 10:46:40+00:00
722efd06cbca11ee8be228c2dd2980ba,12,12-3,12-3-1,Kamisato Ayaka,Shenhe,Kaedehara Kazuha,Sangonomiya Kokomi,2024-02-13 10:49:40+00:00
722efd06cbca11ee8be228c2dd2980ba,12,12-3,12-3-2,Hu Tao,Furina,Xianyun,Yelan,2024-02-13 10:50:29+00:00
722efd07cbca11eebe0d28c2dd2980ba,11,11-1,11-1-1,Xiao,Faruzan,Furina,Xianyun,2024-02-02 09:20:17+00:00
722efd07cbca11eebe0d28c2dd2980ba,11,11-1,11-1-2,Neuvillette,Raiden Shogun,Nahida,Venti,2024-02-02 09:20:54+00:00
722efd07cbca11eebe0d28c2dd2980ba,11,11-2,11-2-1,Xiao,Faruzan,Furina,Xianyun,2024-02-02 09:21:13+00:00
722efd07cbca11eebe0d28c2dd2980ba,11,11-2,11-2-2,Neuvillette,Raiden Shogun,Nahida,Venti,2024-02-02 09:22:18+00:00
722efd07cbca11eebe0d28c2dd2980ba,11,11-3,11-3-1,Xiao,Faruzan,Furina,Xianyun,2024-02-02 09:22:59+00:00
722efd07cbca11eebe0d28c2dd2980ba,11,11-3,11-3-2,Neuvillette,Raiden Shogun,Nahida,Venti,2024-02-02 09:23:50+00:00
722efd07cbca11eebe0d28c2dd2980ba,12,12-1,12-1-1,Xiao,Faruzan,Furina,Xianyun,2024-02-03 11:26:38+00:00
722efd07cbca11eebe0d28c2dd2980ba,12,12-1,12-1-2,Neuvillette,Raiden Shogun,Nahida,Kaedehara Kazuha,2024-02-03 11:27:38+00:00
722efd07cbca11eebe0d28c2dd2980ba,12,12-2,12-2-1,Xiao,Faruzan,Furina,Xianyun,2024-02-03 11:29:12+00:00
722efd07cbca11eebe0d28c2dd2980ba,12,12-2,12-2-2,Neuvillette,Raiden Shogun,Nahida,Kaedehara Kazuha,2024-02-03 11:30:04+00:00
722efd07cbca11eebe0d28c2dd2980ba,12,12-3,12-3-1,Xiao,Faruzan,Furina,Xianyun,2024-02-03 11:32:25+00:00
722efd07cbca11eebe0d28c2dd2980ba,12,12-3,12-3-2,Neuvillette,Raiden Shogun,Nahida,Kaedehara Kazuha,2024-02-03 11:33:34+00:00
722efd08cbca11eebd9d28c2dd2980ba,11,11-1,11-1-1,Nahida,Yelan,Furina,Kuki Shinobu,2024-02-01 07:50:28+00:00
722efd08cbca11eebd9d28c2dd2980ba,11,11-1,11-1-2,Xiangling,Xingqiu,Raiden Shogun,Bennett,2024-02-01 07:51:14+00:00
722efd08cbca11eebd9d28c2dd2980ba,11,11-2,11-2-1,Nahida,Yelan,Furina,Kuki Shinobu,2024-02-01 07:52:04+00:00
722efd08cbca11eebd9d28c2dd2980ba,11,11-2,11-2-2,Xiangling,Xingqiu,Raiden Shogun,Bennett,2024-02-01 07:53:07+00:00
722efd08cbca11eebd9d28c2dd2980ba,11,11-3,11-3-1,Nahida,Yelan,Furina,Kuki Shinobu,2024-02-01 07:55:43+00:00
722efd08cbca11eebd9d28c2dd2980ba,11,11-3,11-3-2,Xiangling,Xingqiu,Raiden Shogun,Bennett,2024-02-01 07:56:22+00:00
722efd08cbca11eebd9d28c2dd2980ba,12,12-1,12-1-1,Xiangling,Furina,Raiden Shogun,Bennett,2024-02-01 07:58:38+00:00
722efd08cbca11eebd9d28c2dd2980ba,12,12-1,12-1-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2024-02-01 08:00:09+00:00
722efd08cbca11eebd9d28c2dd2980ba,12,12-2,12-2-1,Xiangling,Furina,Raiden Shogun,Bennett,2024-02-01 18:10:12+00:00
722efd08cbca11eebd9d28c2dd2980ba,12,12-2,12-2-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2024-02-01 18:11:18+00:00
722efd08cbca11eebd9d28c2dd2980ba,12,12-3,12-3-1,Xiangling,Furina,Raiden Shogun,Bennett,2024-02-01 18:13:20+00:00
722efd08cbca11eebd9d28c2dd2980ba,12,12-3,12-3-2,Nahida,Yelan,Xingqiu,Kuki Shinobu,2024-02-01 18:14:42+00:00
722efd09cbca11ee81cc28c2dd2980ba,11,11-1,11-1-1,Alhaitham,Yae Miko,Nahida,Baizhu,2024-02-11 02:11:36+00:00
722efd09cbca11ee81cc28c2dd2980ba,11,11-1,11-1-2,Tighnari,Raiden Shogun,Kaedehara Kazuha,Zhongli,2024-02-11 02:12:31+00:00
722efd09cbca11ee81cc28c2dd2980ba,11,11-2,11-2-1,Alhaitham,Yae Miko,Nahida,Baizhu,2024-02-11 02:13:02+00:00
722efd09cbca11ee81cc28c2dd2980ba,11,11-2,11-2-2,Tighnari,Raiden Shogun,Kaedehara Kazuha,Zhongli,2024-02-11 02:14:03+00:00
722efd09cbca11ee81cc28c2dd2980ba,11,11-3,11-3-1,Alhaitham,Yae Miko,Nahida,Baizhu,2024-02-11 02:14:54+00:00
722efd09cbca11ee81cc28c2dd2980ba,11,11-3,11-3-2,Tighnari,Raiden Shogun,Kaedehara Kazuha,Zhongli,2024-02-11 02:15:30+00:00
722efd09cbca11ee81cc28c2dd2980ba,12,12-1,12-1-1,Neuvillette,Furina,Kuki Shinobu,Baizhu,2024-02-11 02:20:52+00:00
722efd09cbca11ee81cc28c2dd2980ba,12,12-1,12-1-2,Tighnari,Nahida,Yae Miko,Zhongli,2024-02-11 02:22:10+00:00
722efd09cbca11ee81cc28c2dd2980ba,12,12-2,12-2-1,Neuvillette,Furina,Kuki Shinobu,Baizhu,2024-02-11 02:23:29+00:00
722efd09cbca11ee81cc28c2dd2980ba,12,12-2,12-2-2,Tighnari,Nahida,Yae Miko,Zhongli,2024-02-11 02:24:29+00:00
722efd09cbca11ee81cc28c2dd2980ba,12,12-3,12-3-1,Neuvillette,Furina,Kuki Shinobu,Baizhu,2024-02-11 02:25:50+00:00
722efd09cbca11ee81cc28c2dd2980ba,12,12-3,12-3-2,Tighnari,Nahida,Yae Miko,Zhongli,2024-02-11 02:26:58+00:00
722efd0acbca11ee912f28c2dd2980ba,11,11-1,11-1-1,Nahida,Yelan,Nilou,Yaoyao,2024-02-11 13:45:29+00:00
722efd0acbca11ee912f28c2dd2980ba,11,11-1,11-1-2,Xiao,Furina,Faruzan,Xianyun,2024-02-11 13:46:40+00:00
722efd0acbca11ee912f28c2dd2980ba,11,11-2,11-2-1,Nahida,Yelan,Nilou,Yaoyao,2024-02-11 13:47:34+00:00
722efd0acbca11ee912f28c2dd2980ba,11,11-2,11-2-2,Xiao,Furina,Faruzan,Xianyun,2024-02-11 13:48:40+00:00
722efd0acbca11ee912f28c2dd2980ba,11,11-3,11-3-1,Nahida,Yelan,Nilou,Yaoyao,2024-02-11 13:49:28+00:00
722efd0acbca11ee912f28c2dd2980ba,11,11-3,11-3-2,Xiao,Furina,Faruzan,Xianyun,2024-02-11 13:50:15+00:00
722efd0acbca11ee912f28c2dd2980ba,12,12-1,12-1-1,Xiao,Furina,Faruzan,Xianyun,2024-02-11 14:01:57+00:00
722efd0acbca11ee912f28c2dd2980ba,12,12-1,12-1-2,Nahida,Raiden Shogun,Yelan,Yaoyao,2024-02-11 14:03:30+00:00
722efd0acbca11ee912f28c2dd2980ba,12,12-2,12-2-1,Xiao,Furina,Faruzan,Xianyun,2024-02-11 14:05:33+00:00
722efd0acbca11ee912f28c2dd2980ba,12,12-2,12-2-2,Nahida,Raiden Shogun,Yelan,Yaoyao,2024-02-11 14:07:23+00:00
722efd0acbca11ee912f28c2dd2980ba,12,12-3,12-3-1,Xiao,Furina,Faruzan,Xianyun,2024-02-11 14:10:07+00:00
722efd0acbca11ee912f28c2dd2980ba,12,12-3,12-3-2,Nahida,Raiden Shogun,Yelan,Yaoyao,2024-02-11 14:11:11+00:00
722efd0bcbca11ee8b3428c2dd2980ba,11,11-1,11-1-1,Nahida,Xingqiu,Yelan,Raiden Shogun,2024-02-01 15:54:24+00:00
722efd0bcbca11ee8b3428c2dd2980ba,11,11-1,11-1-2,Navia,Xiangling,Furina,Bennett,2024-02-01 15:55:23+00:00
722efd0bcbca11ee8b3428c2dd2980ba,11,11-2,11-2-1,Nahida,Xingqiu,Yelan,Raiden Shogun,2024-02-01 15:55:56+00:00
722efd0bcbca11ee8b3428c2dd2980ba,11,11-2,11-2-2,Navia,Xiangling,Furina,Bennett,2024-02-01 15:57:24+00:00
722efd0bcbca11ee8b3428c2dd2980ba,11,11-3,11-3-1,Nahida,Xingqiu,Yelan,Raiden Shogun,2024-02-01 15:58:06+00:00
722efd0bcbca11ee8b3428c2dd2980ba,11,11-3,11-3-2,Navia,Xiangling,Furina,Bennett,2024-02-01 15:58:43+00:00
722efd0bcbca11ee8b3428c2dd2980ba,12,12-1,12-1-1,Navia,Xiangling,Furina,Bennett,2024-02-01 16:04:05+00:00
722efd0bcbca11ee8b3428c2dd2980ba,12,12-1,12-1-2,Nahida,Xingqiu,Yelan,Raiden Shogun,2024-02-01 16:07:09+00:00
722efd0bcbca11ee8b3428c2dd2980ba,12,12-2,12-2-1,Navia,Xiangling,Furina,Bennett,2024-02-01 16:33:53+00:00
722efd0bcbca11ee8b3428c2dd2980ba,12,12-2,12-2-2,Nahida,Xingqiu,Yelan,Raiden Shogun,2024-02-01 16:37:54+00:00
722efd0bcbca11ee8b3428c2dd2980ba,12,12-3,12-3-1,Navia,Xiangling,Furina,Bennett,2024-02-01 16:39:38+00:00
